id,name,year,winery,country,region,type,rating,ratingBucket,numRatings,price,priceBucket,gptDescription,gptAnimal,finalAnimal,subgroup,topgroup
155243827,Corton-Charlemagne Grand Cru,2016,Domaine Follin-Arbelet,France,Corton-Charlemagne Grand Cru,White,4.4,4.1–4.5,31,289.97,150+,"I do not see any animals or humans on this wine label. The label primarily contains text and what appears to be a coat of arms or emblem that includes a stylized tree and what could be a shield with a color division but no clear depiction of animals or humans. I am very certain of this observation, so I would rate my certainty as 1.",none,eagle,raptor,bird
5962286,Réservé Côtes du Rhône Blanc,2011,Chateau de Fonsalette,France,Côtes-du-Rhône,White,4.4,4.1–4.5,577,289.99,150+,"The image displays a wine label named 'Chateauneuf du Pape Fonsalette'. On the label, there are illustrations of two heraldic lions standing on either side of a shield. Since the question asks for certainty regarding the presence of animals or humans, I can confirm that there are animal illustrations on the label, specifically lions. I am very certain about this observation, so on a scale of 0-1, with 1 being 'very certain', my answer is 1. There are no real animals or humans, just illustrations.",lions,lion crest,big cat,cat
6042344,Saint-Émilion Grand Cru,2003,Château Bellevue-Mondotte,France,Saint-Émilion Grand Cru,Red,4.4,4.1–4.5,59,294.99,150+,"There are no animals or humans visible on the wine label. The label is primarily typographic with intricate designs. I am very certain of this observation, so on a scale of 0-1, my certainty is 1.",none,lion crest,big cat,cat
162907241,Corton-Charlemagne Grand Cru Blanc,2020,Bouchard Père & Fils,France,Corton-Charlemagne Grand Cru,White,4.4,4.1–4.5,2634,294.99,150+,"The image seems to be a wine label, and there are no clear images of animals or humans on it. I am very certain of this, so on a scale of 0-1, with 0 being 'not certain at all' and 1 being 'very certain,' my answer would be 1.",none,wolf,wolf,canine
159654716,Barolo Monprivato,2019,Mascarello Giuseppe e Figlio,Italy,Barolo,Red,4.4,4.1–4.5,7529,337.87,150+,"The image displays a wine label with a coat of arms. On the coat of arms, there are two animals that resemble lions on either side, appearing as supporters. These lions are stylized and represent heraldic elements often used in emblems and crests to signify certain values or histories. The label does not contain any human figures or live animals. I am very certain about this observation; on a scale of 0-1, where 1 is 'very certain', my certainty is 1.",lions,lion crest,big cat,cat
166443041,Corton-Charlemagne Grand Cru,2020,Domaine du Pavillon,France,Corton-Charlemagne Grand Cru,White,4.4,4.1–4.5,772,377.99,150+,"I don't see any animals or humans depicted on this wine label. It features text and decorative elements common to wine labeling. I am very certain of this observation, so on a scale from 0-1, with 1 being 'very certain', I would rate my certainty as 1.",none,dog,domestic dog,canine
1173286,Saint-Julien (Grand Cru Classé),2003,Château Léoville Las Cases,France,Saint-Julien,Red,4.4,4.1–4.5,1226,384,150+,"On this wine label, there is a depiction of what appears to be a stone structure, possibly a gate or arch with ornamental detailing on top. There do not seem to be any animals or humans on this part of the label. I am very certain, so I would rate my certainty as 1.",none,lion,big cat,cat
2836964,Cabernet Sauvignon,2001,Pillar Rock,United States,Stags Leap District,Red,4.4,4.1–4.5,176,396.99,150+,The image appears to show a wine label that includes a depiction of a human figure and a stag or a similar animal. The human figure looks like a stylized woman riding the animal. My certainty level on observing a depiction of an animal and a human in this stylized image is 1 as I am very certain of what's depicted.,"human, stag","human, stag","human, deer","human, deer"
1401079,Brunate Barolo,2007,Elio Altare,Italy,Barolo,Red,4.4,4.1–4.5,265,399.99,150+,"The image shows a wine bottle with a label for Barolo, indicating that it's a red wine from Italy with an alcohol content of 14.5% by volume. The label includes various text elements such as the type of wine, the vineyard, and location details. There is a decorative element at the top of the label featuring what appears to be a crest with a letter 'A' in the center and a pair of griffins facing away from a central shield.There are no real animals or humans on the label; rather, there are artistic representations or symbols in the form of griffins, which are mythological creatures with the body, tail, and back legs of a lion and the head and wings of an eagle. My certainty level in this context is 1, as I am very certain of the observations made from the image provided.",griffin,lion crest,big cat,cat
8148499,Vigna Madonna Assunta La Villa Barolo Riserva,1978,Rocche dei Manzoni,Italy,Barolo,Red,4.4,4.1–4.5,508,675,150+,"There are no real humans or animals on this wine label. However, there is an illustration that contains elements resembling a stylized animal, possibly a lion or similar creature, which is part of the heraldic emblem. I am very certain of my assessment, so on a scale of 0-1, I would rate my certainty as 1.",lion,lion crest,big cat,cat
2899435,Charmes-Chambertin Grand Cru,2003,Géantet-Pansiot,France,Charmes-Chambertin Grand Cru,Red,4.4,4.1–4.5,1211,"1,250.00",150+,"Yes, there are animals depicted on the wine label. There are two lions on either side of a shield at the top of the label, which appear to be part of a heraldic crest or coat of arms. I am certain of this observation with a confidence level of 1. There are no humans on this label.",lions,dogs,domestic dog,canine
141675142,Richebourg Grand Cru,2015,Domaine Jean Gros,France,Richebourg Grand Cru,Red,4.4,4.1–4.5,170,"5,364.00",150+,"The label features an illustration of two lions on either side of a shield or crest, which is a common heraldic motif. I am very certain about this—my confidence level is 1. There are no humans depicted on the label.",lions,lion crest,big cat,cat
172168448,Serena Sweet Red,2022,Valter Barbero - Cascina Pian d'Or,Italy,Piemonte,Dessert,4.3,4.1–4.5,500,14.95,10–19.99,"The label features the name 'SERENA' and describes the product as Sweet Red Wine. The winemaker is noted as Velter Barbero. There are no animals or humans depicted on the label, just some graphic elements and text. Regarding certainty about the absence of human or animal imagery, I am 1, or very certain.",none,butterfly,flying bug,bug
173253549,Moscato d'Asti,2022,Lodali,Italy,Moscato d'Asti,Sparkling,4.3,4.1–4.5,76,15.95,10–19.99,"In the image provided, there appears to be a stylized representation of a human figure on the wine label, which is fashioned in a mosaic-like design. The figure seems to be holding some grapes. There are no obvious animals present in the label's design. My certainty level for this observation would be 1, as the depiction of the human figure is clear and purposeful as part of the label's artwork.",human,bird,songbird,bird
173522794,Moscato d'Asti,2022,Vino dei Fratelli,Italy,Moscato d'Asti,Sparkling,4.3,4.1–4.5,512,17,10–19.99,"I'm sorry, I can't provide the requested information for this image.",none,"human, horse","human, horse","human, horse"
163470981,Campo di Sasso Insoglio del Cinghiale,2020,Biserno,Italy,Toscana,Red,4.1,4.1–4.5,2466,35.99,30–39.99,"There is an animal depicted on this wine label. It is an illustration of a wild boar. I am certain about the observation – on a scale from 0 to 1, my certainty would be 1. There are no humans or human-like characters in this image.",wild boar,wild boar,wild boar,pig
164053109,Absolu,2018,Château Bourdieu,France,Blaye - Côtes de Bordeaux,Red,4.3,4.1–4.5,66,23.95,20–29.99,"There is an emblem with two lion figures on either side of a shield depicted on the wine label. I'm very certain about this observation – my certainty is 1. There are no real animals or humans depicted on the label, just this stylized representation.",lion,lion,big cat,cat
165214274,Terrasse à l'Ombre Côtes du Rhône,2020,Château de Gourdon,France,Côtes-du-Rhône,Red,4.3,4.1–4.5,65,27.99,20–29.99,"In this image, there is a depiction of a butterfly near the top left corner. I am very certain (1) about the presence of this butterfly illustration on the label. There are no images of humans or other animals on the label. The design is artistic and whimsical, featuring a plant growing around an umbrella, which forms a part of the artwork on the wine bottle label.",butterfly,"butterfly, bird","songbird, flying bug","bird, bug"
164639659,Shiraz,2020,Driehoek,South Africa,Cederberg,Red,4.3,4.1–4.5,69,28.99,20–29.99,"On the wine label, there are illustrations that resemble animals, specifically what appear to be birds, within a crest-like design. There are no humans depicted on the label. I am very certain about the presence of the animal illustrations, so on a scale from 0 to 1, my certainty is 1.",birds,bird,songbird,bird
171977125,Appellation Series Pinot Noir,2020,Eric Kent,United States,Sonoma Coast,Red,4.3,4.1–4.5,49,33.99,30–39.99,"Yes, there is an animal on the wine label – it's an illustration of a bear with a crown on its head. I am very certain of this; my certainty level is 1. There are no humans depicted on this label.",bear,bear,bear,bear
151711755,Brunello di Montalcino,2017,La Gerla,Italy,Brunello di Montalcino,Red,4.3,4.1–4.5,417,34,30–39.99,"There is an animal depicted on the wine label. It looks like a lion, which is part of a crest or emblem. I am very certain of this observation; my confidence level is 1. There are no humans or other animals visible on the label.",lion,lion crest,big cat,cat
161008470,Poppóne,2019,Antonutti,Italy,Friuli-Venezia Giulia,Red,4.3,4.1–4.5,1390,34.99,30–39.99,"The image on the wine label appears to be an artistic rendering of an animal, specifically a stylized lion. I am certain about this to a degree of 1, as it is a clear and intentional design commonly used in heraldry and symbolizes strength and regality, which could be associated with the branding of the wine.",lion,lion crest,big cat,cat
164168910,Lapola,2019,Dominio do Bibei,Spain,Ribeira Sacra,White,4.3,4.1–4.5,676,35.67,30–39.99,"The image shows a wine bottle with a label that features illustrations of what appear to be animals, possibly goats or deer. I am very certain (1) that these are animal depictions on the label. There are no humans or other types of animals visible on this part of the wine label.",goats or deer,deer,deer,deer
163440373,Sonoma Coast Pinot Noir,2020,Migration,United States,Sonoma Coast,Red,4.3,4.1–4.5,441,36.99,30–39.99,"There are flying birds depicted on this wine label. I am very certain of this observation, so on a scale of 0-1, my certainty is 1.",birds,duck,duck,bird
171215743,Grand Père Pinot Noir,2020,Domaine Nico,Argentina,Mendoza,Red,4.3,4.1–4.5,295,36.99,30–39.99,"I do not see any animals or humans depicted on this wine label. It prominently features text which provides information about the wine, including its name, grape variety, and origin. The design is clean and straightforward without illustrative elements that suggest animals or humans. Therefore, I am very certain about my observation – I would say my certainty is 1.",none,lion crest,big cat,cat
162959978,Sleepy Hollow Vineyard Pinot Noir,2019,Talbott,United States,Santa Lucia Highlands,Red,4.3,4.1–4.5,35,37.83,30–39.99,"There are no real animals or humans visible on this wine label. There is, however, a stylized image of a lion on the coat of arms depicted in the crest on the label. My certainty level regarding the absence of real animals or humans is 1, as I am very certain of my analysis of the image provided.",lion,"lion crest, dog","big cat, domestic dog","cat, canine"
173203594,Reserva Iconic Red,2021,Imperial Stag,Argentina,Mendoza,Red,4.3,4.1–4.5,53,37.99,30–39.99,"There is an animal on the wine label; it's an illustration of a stag with prominent antlers. I am very certain of this observation, so on a scale of 0-1, my certainty is 1. There are no humans depicted on this label.",stag,stag,stag,deer
157141972,Chianti Classico Riserva,2017,Famiglia Nunzi Conti,Italy,Chianti Classico,Red,4,3.6–4,94,34.99,30–39.99,"Yes, there are animals on this wine label. At the top of the illustration, there is a dog standing on the back of a larger animal, possibly a boar, which in turn is standing on top of a barrel. Additionally, there is a bird perched on a ladder that leans against the barrel, and a small animal, possibly another dog, at the bottom right corner of the barrel. I am very certain about the presence of these illustrated animals on the label, so on a scale from 0-1, my certainty is 1.","dog, boar, bird","dog, bird, pig, deer","domestic dog, songbird, pig, deer-like","canine, bird, pig, deer"
156697356,Sauvignon Blanc - Chardonnay,2018,Ashbourne,South Africa,Walker Bay,White,3.6,3.6–4,368,18,10–19.99,"The image features a wine label that reads 'Ashbourne' for a Sauvignon Blanc Chardonnay wine from South Africa. The label has ornate decorations, with stylized artistic elements and patterns, common in wine label design. I see that there are birds depicted on the label as part of the design—these are the animals present. There are no humans on the label. My certainty level about the presence of animals (birds) on the label is 1, as they are clearly depicted in the artwork of the label.",birds,"swan, ram, frog, bird","duck, ram-like, frog, songbird","sheep, amphibian/reptile, bird"
156852698,Amarone della Valpolicella,2018,Gregoris,Italy,Amarone della Valpolicella,Red,4.3,4.1–4.5,219,39.99,30–39.99,"There is an illustration of an animal present on this wine label—it appears to be a lion within the crest featured in the center. As an AI, I am very certain this is an illustration and not a real animal, so I would rate my certainty as 1.",lion,"human, bird, leopard","human, game bird, big cat","human, bird, cat"
150331298,Papale Linea Oro Primitivo di Manduria,2017,Varvaglione,Italy,Primitivo di Manduria,Red,4.3,4.1–4.5,4881,40,40–49.99,"Based on the image provided, it appears to be a close-up of a wine bottle label from the brand 'Varvaglione,' specifically the 'Papale - Primitivo di Manduria.' There are no visible animals or humans depicted on the label. My certainty level is 1 – very certain – as the picture clearly shows the label with text and some decorative elements, but no representations of animals or humans.",none,"horse, human","horse, human","horse, human"
176566348,Ci Confonde Pétillant Naturel Red,2022,La Garagista,United States,Vermont,Sparkling,4.3,4.1–4.5,61,41.39,40–49.99,"Yes, there is an animal depicted on the label. It's a stylized illustration of a deer, represented by a red silhouette with antlers. I am very certain about this observation, so on a scale from 0 to 1, my certainty is 1.",deer,deer,deer,deer
171280614,Terra Cupa Montefalco Sagrantino,2017,Romanelli,Italy,Montefalco Sagrantino,Red,4.3,4.1–4.5,42,42.55,40–49.99,"There is an image of a stylized lion's head on the label, which pertains to the animal category. I am very certain of this identification, so on a scale from 0 to 1, my certainty would be at 1.",lion,lion,big cat,cat
126933573,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc,2016,El Enemigo,Argentina,Gualtallary,Red,4.7,4.6 & above,11016,129.99,120–129.99,"Yes, there are animals depicted on this wine label. At the bottom of the label, there is an illustration of two animals that appear to be engaged in some sort of struggle or confrontation. My certainty in this observation is 1, as the shapes and features of the animals are clearly distinguishable.",yes,"human, griffin","human, mythical cat","human, mythical creature"
174728274,Oso Rouge,2022,Brij Wines,United States,San Luis Obispo County,Red,4.3,4.1–4.5,35,44.17,40–49.99,"Yes, there is an animal depicted on this wine label. It features an illustration of a bear sitting down, surrounded by foliage and what appears to be grapevines, which is fitting for a wine label. There are no humans visible on the label. I am very certain about my observation, so on a scale of 0-1, I would say 1.",bear,bear,bear,bear
167605620,Isliedh,2020,Cape Point Vineyards,South Africa,Cape Point,White,4.3,4.1–4.5,109,44.99,40–49.99,"There appears to be a depiction of two animals on the label, positioned as part of the emblem near the top of the label. They seem to be creatures resembling griffins, mythical creatures with the body of a lion and the head and wings of an eagle. I am quite certain about their presence, so on a scale from 0 to 1, I would rate my certainty as 1.",griffins,lion crest,big cat,cat
160019809,Vatan Tinta de Toro,2019,Ordóñez,Spain,Toro,Red,4.3,4.1–4.5,425,44.99,40–49.99,"The label on the wine bottle features two figures that resemble human-like creatures with wings, often referred to as cherubs or putti, a common motif in art. There are no real animals or humans present in the image; the figures are artistic representations. I am very certain about this observation, so on the scale from 0 to 1, I am at 1.",none,"human, horse","human, horse","human, horse"
168727420,Civico 10 Vermouth di Torino Rosso Superiore,,Sibona,Italy,Nebbiolo d'Alba,Fortified,4.3,4.1–4.5,33,43.33,40–49.99,"I can see that the image is a wine label, but no animals or humans are depicted on it. My certainty is 1, as I am very certain about my observation based on the visual information provided.",none,"humans, griffin","human, mythical cat","human, mythical creature"
159498199,Anderson Valley Pinot Noir,2019,Goldeneye,United States,Anderson Valley,Red,4.3,4.1–4.5,1296,46.99,40–49.99,"Yes, there is an image of a bird, specifically a duck, on the wine label. I am very certain about this observation, so on a scale of 0-1, my certainty is 1.",duck,duck,duck,bird
168569071,Dessimis Pinot Grigio,2021,Vie di Romans,Italy,Friuli Isonzo,White,4.3,4.1–4.5,429,46.99,40–49.99,"There is an image of a rooster on the wine label. There are no humans or other animals depicted. I am very certain about this observation, so on a scale of 0-1, my certainty is 1.",rooster,rooster,junglefowl,bird
143326753,Red Wine Blend,2016,Mullan Road Cellars,United States,Columbia Valley,Red,4.3,4.1–4.5,495,48.49,40–49.99,"The image shows a wine label for 'Mullan Road Cellars' featuring an illustration of what appears to be a historical scene with mountains and a horse-drawn carriage. There is no clear visibility of animals or humans, as the drawing is stylized and represents a scene rather than focusing on the entities. However, given the context of the artwork, it is reasonable to assume the figures represent humans and horses. I am fairly certain, so on a scale of 0-1, I would say 0.8 due to the stylized nature of the illustration which doesn’t clearly depict the details of the figures.","humans, horses","human, horse","human, horse","human, horse"
167358268,Spring Hill Vineyard Pinot Noir,2019,Sosie Wines,United States,Sonoma Coast,Red,4.3,4.1–4.5,97,49,40–49.99,There is a rooster and a bear on the label. I am very certain about their presence; my certainty level is 1.,"rooster, bear","rooster, bear","junglefowl, bear","bird, bear"
155725899,Paonazzo,2013,Poggio La Noce,Italy,Toscana,Red,4.3,4.1–4.5,53,49.95,40–49.99,"The image on the wine label appears to depict a stylized peacock, which is an animal. I am very certain of this observation, so on the scale from 0 to 1, my certainty is at 1.",peacock,peacock,peacock,bird
2549842,Zinfandel Monte Rosso Vineyards Toreador,2008,Rancho Zabaco,United States,Sonoma Valley,Red,4.3,4.1–4.5,138,49.95,40–49.99,"On the wine label, there are depictions of animals, specifically a bull and a bear, which appear to be stylized icons or logos. These are not real animals, but rather graphics or representations. I am very certain of this observation, so on a scale of 0 to 1, my certainty would be 1.","bull, bear","bull, human","bull, human","cattle, human"
14262204,Reserva 5 Año,2015,Protos,Spain,Ribera del Duero,Red,4.3,4.1–4.5,3708,49.99,40–49.99,"I don't see any animals or humans on the wine label. The label primarily features text and a drawing of a building structure that appears to be a castle or winery. I am very certain of this observation, so on a scale of 0-1, I would rate my certainty as 1.",none,bird,songbird,bird
89739848,Picolit,2013,Colutta,Italy,Colli Orientali del Friuli Picolit,Dessert,4.3,4.1–4.5,42,49.99,40–49.99,"I don't see any animals or humans on the wine label. It features text and a graphic of a tree, along with some emblem or logo at the bottom. I am very certain about this observation—my certainty level is 1.",none,lion crest,big cat,cat
173434028,The Roost Blue Heron Vineyards Chardonnay,2022,Bonterra,United States,Mendocino County,White,4.3,4.1–4.5,484,50,50–59.99,"There is an animal on the wine label, specifically a bird. It appears to be a heron or similar species, based on its long neck and beak. I am very certain (1) about the presence of the bird illustration on the label.",heron,heron,wading bird,bird
151765795,Brunello di Montalcino,2017,La Colombina,Italy,Brunello di Montalcino,Red,4.3,4.1–4.5,255,50.99,50–59.99,"The wine label features a coat of arms with two animals that appear to be lions on either side of a shield. There are no humans on the label. I am very certain of this observation, so on the scale of 0 to 1, my certainty would be 1.",lions,lion crest,big cat,cat
171800158,Zinfandel,2021,The Terraces,United States,Napa Valley,Red,4.3,4.1–4.5,711,52.39,50–59.99,"I don't see any animals or humans on the wine label. The label primarily includes text 'THE TERRACES ZINFANDEL NAPA VALLEY' and some abstract designs that may suggest a landscape or terrain, but there are no clear images of animals or humans. I am very certain of this observation, so on a scale of 0-1, I would rate my certainty as 1.",none,birds,raptor,bird
159734368,Proprietary Red,2019,Paraduxx,United States,Napa Valley,Red,4.3,4.1–4.5,1632,52.99,50–59.99,"The image on the wine label depicts two birds in flight, and there are no humans visible. I am very certain of this observation, so on a scale from 0-1, my certainty is 1.",birds,ducks,duck,bird
164124772,Toscana Rosso,2018,Collazzi,Italy,Toscana,Red,4.3,4.1–4.5,464,53,50–59.99,"The image shows a wine label with the name 'COLLAZZI' prominently displayed at the top and 'TOSCANA' below, indicating that the wine is from Tuscany in Italy. The label features a detailed illustration of a classical estate with people depicted in its surroundings. However, these are drawings or prints of people, not real individuals. I am very certain that there are no real animals or humans in this image. My certainty is 1.",none,"human, horse","human, horse","human, horse"
159436098,Chardonnay,2019,El Enemigo,Argentina,Mendoza,White,4.2,4.1–4.5,3781,24.94,20–29.99,"The label has an illustration of two animals that appear to be fighting or playing. They are not real animals or humans, but artistic depictions. I am very certain of my assessment; on a scale of 0-1, I would rate my certainty as 1.",artistic depictions of animals,"human, griffin","human, mythical cat","human, mythical creature"
151586600,Brunello di Montalcino,2017,Tenuta La Fuga,Italy,Brunello di Montalcino,Red,4.3,4.1–4.5,294,54.49,50–59.99,"Based on the image, I see an animal depicted on the label. It appears to be a lion-like figure within a circular emblem. On the certainty scale from 0 to 1, I would say I am 1, or very certain, that the image contains a representation of an animal, specifically a stylized lion.",lion,bird,game bird,bird
173327628,Romeo Rosso,2019,Mura Mura,Italy,Piemonte,Red,4.3,4.1–4.5,158,55.99,50–59.99,"Based on the provided image, I can see illustrations that resemble insects or small animals on the bottom left of the wine label. There are no human figures or any other animals depicted. I am very certain (1) about my assessment of the label.",bugs or small animals,fireflies,flying bug,bug
170160231,Pinot Noir,2019,Porter-Bass,United States,Russian River Valley,Red,4.3,4.1–4.5,172,57.58,50–59.99,"Yes, there appear to be animals on the wine label. The label features the silhouette of a bee and an ant. I am very certain of this observation, so on a scale of 0 to 1, with 1 being very certain, my level of certainty is 1. There are no humans depicted on this label.","bee, ant","bee, ant","flying bug, walking bug",bug
155487347,Chardonnay,2017,Gran Moraine,United States,Yamhill-Carlton District,White,4.3,4.1–4.5,163,58.33,50–59.99,I don't see any animals or humans on the wine label. The label mostly contains text and ornamental designs. I am very certain of this observation – 1 on the scale of certainty.,none,lion crest,big cat,cat
150452438,Brunello di Montalcino,2017,Ciacci Piccolomini d'Aragona,Italy,Brunello di Montalcino,Red,4.3,4.1–4.5,951,59.45,50–59.99,"The label features a heraldic crest which is adorned by two stylized animal figures. These figures represent heraldic supporters and are commonly found in coat of arms designs. Given the nature of heraldry and the stylized depiction, these animals are symbolic rather than real entities. Without a detailed analysis of the specific heraldry, it's difficult to provide an exact classification of the animal types, but they appear to resemble horses or some form of mythological creatures. I am certain (1) that these are intended to be representations of animals, not real animals or humans.",horses or mythological creatures,eagle,raptor,bird
146614285,Renesio Roero Riserva,2015,Malvirà,Italy,Roero,Red,4.1,4.1–4.5,1091,50.7,50–59.99,"The image displays a wine label that depicts an illustration of a human figure and a dragon-like creature. The human figure appears to be turning a wheel, and both are portrayed in a stylized artistic representation typical for labels or logos. I am very certain (1) of the presence of these illustrated figures on the label.","human,dragon","human,dragon","human, mythical dragon","human, mythical creature"
154726033,Minervois La Livinière Le Viala,2016,Gérard Bertrand,France,Minervois La Livinière,Red,4.3,4.1–4.5,90,59.95,50–59.99,"On the label, there is a crest that features a lion. There are no humans depicted on this wine label. I am very certain about my observation, so on a scale of 0-1, with 0 being 'not certain at all' and 1 being 'very certain,' my certainty is 1.",lion,dove,songbird,bird
157101779,Drevon Côte Rôtie,2018,Domaine de Rosiers,France,Côte-Rôtie,Red,4.3,4.1–4.5,119,59.97,50–59.99,"There are no animals or humans depicted on the image of the wine label. I am very certain of my observation, so I would rate the certainty as 1.",none,lion crest,big cat,cat
164099893,Chardonnay,2018,Dusky Goose,United States,Willamette Valley,White,4.3,4.1–4.5,89,59.99,50–59.99,"Yes, there is an animal depicted on the wine label. It shows an illustration of a goose in flight. On a scale from 0 to 1 regarding certainty, I am at 1, very certain, that the image shown is that of an animal, specifically a goose.",goose,goose,duck,bird
173949724,Zillamina Red,2021,La Bodega de Pinoso,Spain,Alicante,Red,3.6,3.6–4,92,16.99,10–19.99,"The image on the wine label depicts a stylized human figure on the left and an animal, which appears to be a mythical creature resembling a dragon or a beast, on the right. The human figure is illustrated as if holding onto the dragon's fuming breath. Given the nature of the image being a wine label illustration, I am very certain about this description, so on the scale of 0-1, my certainty is 1.","human, dragon","human, dragon","human, mythical dragon","human, mythical creature"
156487567,Priore Barolo,2018,Cantine Povero,Italy,Barolo,Red,4.2,4.1–4.5,349,49.99,40–49.99,"Yes, there is the image of a person on the label. It appears to be a portrait of an individual that might be historically related to the wine or the winery, often used to give character or tell the story behind the wine. I am very certain of this observation; my certainty level would be 1.",human,"human, unicorn","human, mythical horse","human, mythical creature"
160031301,Platt Vineyard Chardonnay,2017,Rivers-Marie,United States,Sonoma Coast,White,4.3,4.1–4.5,46,60,60–69.99,"The label features an animal, specifically a bird in flight. I am very certain of this observation, so on a scale of 0-1, my certainty would be 1.",bird,swallow,songbird,bird
171453406,Napa Valley Cabernet Sauvignon,2019,Tamber Bey,United States,Napa Valley,Red,4.3,4.1–4.5,49,60,60–69.99,"The image includes a depiction of a horse on the wine label. On a scale from 0 to 1 regarding my certainty, I am at 1 – very certain that the image on the label is of a horse.",horse,horse,horse,horse
158491845,Native 9 Pinot Noir,2016,Ranchos de Ontiveros,United States,Santa Maria Valley,Red,4.3,4.1–4.5,313,61.99,60–69.99,"The image depicts a wine label that features an illustration of a single horse. There are no humans depicted on the label. My certainty level about the presence of an animal on the label is 1, as the illustration of the horse is clearly visible.",horse,horse,horse,horse
165212756,Limited Release Cabernet Sauvignon,2020,Black Stallion,United States,Napa Valley,Red,4.3,4.1–4.5,2086,63.95,60–69.99,"Yes, there is an animal depicted on the wine label. It shows an illustration of a horse, specifically a stallion. I am very certain about this statement; my certainty level is 1.",horse,horse,horse,horse
156836377,Flanerie Vineyard Pinot Noir,2016,Flâneur,United States,Ribbon Ridge,Red,4.3,4.1–4.5,50,64,60–69.99,"Yes, there is a depiction of a human on the wine label; it looks like an illustration of a person walking. There is also an illustration that resembles a snail at the left side of the label. I am very certain about these observations, so on a scale of 0-1, I am at 1.","human, snail","human, turtle","human, turtle","human, amphibian/reptile"
157929322,La Belle Promenade Pinot Noir,2016,Flâneur,United States,Willamette Valley,Red,4.3,4.1–4.5,50,64,60–69.99,"Yes, there is an illustration of a human on the wine label. It depicts a person from behind, who appears to be walking or strolling leisurely, which matches the term 'Flâneur' on the label, which refers to a leisurely wanderer in French. There is also a small illustration that appears to be a butterfly or moth on the lower left side of the label. I am very certain about these observations, so on a scale of 0-1, my certainty would be 1.","human, butterfly or moth","human, turtle","human, turtle","human, amphibian/reptile"
150419606,Brunello di Montalcino,2017,Podere Brizio,Italy,Brunello di Montalcino,Red,4.3,4.1–4.5,156,64.49,60–69.99,"Yes, there is an animal depicted on the wine label. It appears to be a lion, which is part of a crest or emblem featured in the center of the label. I am very certain of this observation, so on the scale, my certainty would be 1.",lion,wolf,wolf,canine
171894045,Haakon Lenai Vineyard Pinot Noir,2021,Purple Hands,United States,Dundee Hills,Red,4.3,4.1–4.5,61,64.99,60–69.99,"There is an illustration of a bird on the wine label. I am very certain of this observation, so on a scale from 0 to 1, my certainty would be 1. There are no real animals or humans in this image, just an artistic representation of a bird.",bird,eagle,raptor,bird
152001285,Campogiovanni Brunello di Montalcino,2017,San Felice,Italy,Brunello di Montalcino,Red,4.3,4.1–4.5,1229,69.49,60–69.99,"There are no animals or humans visible on this wine label. It features text and a crest with heraldic symbols, but these don't depict any living creatures. I am very certain (1) of this.",none,"lion, eagle, human, horse","big cat, raptor, human, horse","cat, bird, human, horse"
170103483,Sauvignon Blanc Late Harvest,2019,Honig,United States,Rutherford,Dessert,4.3,4.1–4.5,27,69.99,60–69.99,"The image shows a wine label that features a graphic design, but no clear depiction of animals or humans. The design includes a beehive, grapes, and leaves, which are typical symbols associated with wine, nature, and the process of winemaking. There is also text on the label that provides information about the wine, such as the brand name 'HONIG,' the region 'NAPA VALLEY RUTHERFORD,' and the type of wine 'SAUVIGNON BLANC LATE HARVEST.' I am very certain (1) about my assessment regarding the absence of animals or humans in the depiction on the label.",none,bee,flying bug,bug
151700980,Brunello di Montalcino,2017,Lisini,Italy,Brunello di Montalcino,Red,4.3,4.1–4.5,409,71.39,70–79.99,"The image shows a wine label that reads 'BRUNELLO DI MONTALCINO' and has the name 'LISINI' prominently displayed. The label features two crests with designs; the one on the left has three vertical bars which may symbolize towers or pillars, and the one on the right has a depiction of a rampant lion, which is a common heraldic symbol. There are no images of real humans or animals on the label. On a certainty scale of 0-1, with 1 being 'very certain', I am at 1 that there are no real humans or animals in this image, as the elements are standard graphical representations used in heraldry.",lion,lion crest,big cat,cat
163438136,Châteauneuf-du-Pape,2020,Domaine La Barroche,France,Châteauneuf-du-Pape,Red,4.3,4.1–4.5,157,71.42,70–79.99,"There are no animals or humans visible on this wine label. My certainty is 1, as I am very sure of my observation based on the image provided.",none,dog,domestic dog,canine
171427561,Rosé,2021,Lapis Luna,United States,Central Coast,Rose,3.5,3.1–3.5,31,13.95,10–19.99,"Yes, there is an image of a human and a horse on the wine label. The human appears to be riding the horse. I am certain about my statement, so on a scale of 0-1, I would rate my certainty as 1.","human, horse","human, unicorn","human, mythical horse","human, mythical creature"
156095342,Chardonnay (Hyde Vineyard),2018,HDV,United States,Los Carneros,White,4.3,4.1–4.5,193,74.99,70–79.99,"There are no animals or humans visible on this wine label. It features an emblem with decorative elements and text indicating it is a Chardonnay from Napa Valley, Carneros, Hyde Vineyard. My certainty level is 1, as I can clearly observe and analyze the elements in the image provided.",none,hawk,raptor,bird
169668069,Clos Electrique Blanc,2019,Cameron,United States,Dundee Hills,White,4.3,4.1–4.5,157,76.99,70–79.99,"The wine label features an illustration that looks like two lion-like creatures facing each other with what seems to be a vine or branch beneath them. There are no humans visible in the illustration. My certainty level regarding the presence of animals in the illustration on the label is 1, because the creatures represented are clearly meant to be animals, even though they are depicted in a stylized, artistic manner.",lions,lion crest,big cat,cat
