id,name,year,winery,animalBrand,country,region,type,rating,numRatings,price,priceCurrency,imageUrl,gptDescription,gptAnimal,gptCertainty
164366569,Cabernet Sauvignon,2018,Cresta Velia,,United States,Howell Mountain,Red,4.3,236,99.99,USD,images.vivino.com/thumbs/wFD9vSQyQJWrRMP407qK_w_pl_480x640.png,"I do not detect any animals or humans on the wine label; it features an image of a stone bridge or aqueduct. I am very certain about this observation, so on a scale of 0-1, my certainty is 1.",none,1
110360293,Do Ut Des,2016,Cresti - Fattoria Carpineta Fontalpino,,Italy,Toscana,Red,4.0,334,34.99,USD,images.vivino.com/thumbs/QnoPQZXkRGGQRHY5kBBmuw_pl_480x640.png,"I see a part of an image of a rose on this wine label. There are no animals or humans visible. I am very certain about this observation. On a scale from 0 to 1, my certainty is 1.",none,1
157026138,Roble,2018,Creta,,Spain,Ribera del Duero,Red,3.7,158,22.67,USD,images.vivino.com/thumbs/TUACJmi7SGeGBQU1dPm-Cw_pl_480x640.png,,,
158559190,Orasul Subteran Rară Neagră,2018,Cricova,,Moldova,Moldova,Red,3.7,69,11.99,USD,images.vivino.com/labels/02rx6k65iiue5.jpg,"The image shows a close-up of a wine bottle with a label, which features a stylized number '2' but no clear representation of animals or humans is visible. Based on the image provided, I would say with a certainty level of 1 (very certain) that there are no animals or humans depicted on the wine label.",none,1
155150878,Moldova Brut,,Cricova,,Moldova,Moldova,Sparkling,3.8,467,12.99,USD,images.vivino.com/labels/8v7xL3zVR4WXVjCDGjgCLA.jpg,"There are no animals or humans on this label. It is a wine label with text, and I am very certain of this, so on a scale of 0-1, I would say 1.",none,1
165639079,Bombino Bianco,2020,Crifo,,Italy,Puglia,White,3.6,27,11.99,USD,images.vivino.com/thumbs/Zd9OzgWySPet0nySu4hJ5Q_pl_480x640.png,"The label on the wine bottle features an image of an animal that appears to be a griffin, a mythological creature with the body of a lion and the head and wings of an eagle. I am certain of this with a confidence level of 1. There are no real animals or humans depicted on the label.",griffin,1
150748414,Malbec,2017,Crios,,Argentina,Uco Valley,Red,3.6,3932,13.91,USD,images.vivino.com/thumbs/D3XGYUrIREmLd8GDrKWjyQ_pl_480x640.png,The image shows a wine label that reads 'Susana Balbo CRIOS Malbec' with additional text that includes 'Lush with Hints of Spice' and 'Mendoza Argentina'. There is an icon at the top of the label that appears to be a handprint. There are no animals or humans depicted on the label itself. I am very certain of this (1).,none,1
168050600,Torrontes,2021,Crios,,Argentina,Uco Valley,White,3.9,1247,16.99,USD,images.vivino.com/thumbs/5YfNSC_WT0S1RKHpLRNRqQ_pl_480x640.png,,,
170972102,Rosé of Malbec,2022,Crios,,Argentina,Uco Valley,Rose,3.8,336,15.99,USD,images.vivino.com/thumbs/VcGc0UGGSYS1VKPyIEqGsw_pl_480x640.png,,,
172854118,Chardonnay,2021,Criss Cross,,United States,Lodi,White,3.8,171,20.99,USD,images.vivino.com/thumbs/g47ma1vYR-CC0THnv-588w_pl_480x640.png,,,
166835264,Barolo del Comune di La Morra,2017,Crissante Alessandria,,Italy,Barolo,Red,4.1,103,54.99,USD,images.vivino.com/thumbs/dJnFPiU0SMKYnOi_ARPC8g_pl_480x640.png,,,
170992738,Eileen Vineyard Pinot Noir,2021,Cristom,,United States,Eola-Amity Hills,Red,4.2,1608,99.71,USD,images.vivino.com/thumbs/xewrGfqfSnqKS4COCxm-qw_pl_480x640.png,,,
173922177,Viognier,2021,Cristom,,United States,Eola-Amity Hills,White,3.8,543,34.99,USD,images.vivino.com/thumbs/lUn2UD6xQK-dolk4gnG9vA_pl_480x640.png,,,
171957999,Valtolla Bianco,2021,Croci,,Italy,Emilia-Romagna,White,3.9,1083,34.00,USD,images.vivino.com/labels/roLZxe3RQuW-QOYT8n16zA.jpg,,,
172189497,Lubigo,2021,Croci,,Italy,Emilia-Romagna,Sparkling,3.8,1175,28.92,USD,images.vivino.com/thumbs/AkHwjcXLR7OoS1xeq5WBOw_pl_480x640.png,,,
176207103,RLC Cabernet Sauvignon,2021,Crocker & Starr,,United States,Napa Valley,Red,4.4,312,129.99,USD,images.vivino.com/thumbs/rmGk0wlvTnqXlb50KB_x3A_pl_480x640.png,,,
172007025,Sauvignon Blanc,2022,Crocker & Starr,,United States,Napa Valley,White,4.1,551,29.99,USD,images.vivino.com/thumbs/7RXq5RBoTA2PutL1BahOXw_pl_480x640.png,,,
161906145,Le Calcifére Malbec de Cahors,2017,Crocus,,France,Cahors,Red,4.3,47,39.99,USD,images.vivino.com/thumbs/bHjEJ5hVTAaetqBAe2FvoA_pl_480x640.png,"There are no animals or humans on this wine label. This label primarily features text and a decorative emblem at the center top. I am very certain of my observation, so on a scale of 0 to 1, my certainty is 1.",none,1
1531224,Fine Tawny Port,,Croft,,Portugal,Porto,Fortified,3.7,2476,14.99,USD,images.vivino.com/thumbs/aGsTwnoOSKCbGBzL7vTEIA_pl_480x640.png,,,
174380466,Floodgate,2021,Croix Estate,,United States,Russian River Valley,Red,4.4,43,70.99,USD,images.vivino.com/labels/X37Se5KuQF6dKj5d5WhuLg.jpg,,,
169722295,Narrow Gauge,2021,Croix Estate,,United States,Russian River Valley,White,4.4,375,56.99,USD,images.vivino.com/thumbs/sT8og_u0SBu5k1lDDMBltA_pl_480x640.png,,,
174652096,Ruxton Sands Rosé of Pinot Noir,2022,Croix Estate,,United States,Russian River Valley,Sparkling,4.3,34,43.99,USD,images.vivino.com/labels/FNQNEDsiT-u0Mw0ph_phWQ.jpg,,,
166828665,Amarone della Valpolicella Classico,2018,Crosarola,,Italy,Amarone della Valpolicella Classico,Red,4.3,400,49.99,USD,images.vivino.com/labels/00u7tobx0irfz.jpg,,,
165915987,Estate Selection,2018,Crown Point,,United States,Happy Canyon of Santa Barbara,Red,4.6,465,148.99,USD,images.vivino.com/thumbs/yfmm7MQ8SoeggQden-UhuA_pl_480x640.png,"I don't detect any animals or humans on this wine label. It features text and decorative elements typically found on wine labels, such as the name of the winery ('CROWN POINT'), the type of wine ('Estate Selection'), and the region ('Happy Canyon of Santa Barbara'). There is a high degree of certainty in this assessment, so on a scale from 0 to 1, I would rate my certainty as 1.",none,1
161187425,Sierra Madre Vineyard Pinot Noir,2017,Crū Winery,,United States,Santa Maria Valley,Red,4.2,33,24.94,USD,images.vivino.com/thumbs/-zQAxZvfR9ieO9wsMR8jtw_pl_480x640.png,,,
172088332,Rorick Vineyard Chardonnay,2021,Cruse Wine,,United States,Sierra Foothills,White,4.0,449,39.99,USD,images.vivino.com/thumbs/_dOPoa1KQmaZLUTQ_o3nSg_pl_480x640.png,,,
171092372,Ricci Vineyard St. Laurent,2021,Cruse Wine,,United States,Los Carneros,Sparkling,3.9,388,36.99,USD,images.vivino.com/thumbs/l0g1kA-sTjuPuC0jWSBDFg_pl_480x640.png,,,
151481744,Ribera del Duero (Crianza),2017,Cruz de Alba,,Spain,Ribera del Duero,Red,4.0,861,32.99,USD,images.vivino.com/thumbs/UX18amjOQFu-47S9OQXiDw_pl_480x640.png,"There are no animals or humans on this wine label. The label features a graphic design that resembles a leaf or a vine, typically associated with wine symbolism. I am very certain (1) that there are no animals or humans depicted on this label.",none,1
160140286,Peter Max Pinot Noir,2019,Crystallum,,South Africa,Western Cape,Red,4.0,728,41.00,USD,images.vivino.com/thumbs/13Z1tUAgRuO84oRoeh3mZA_pl_480x640.png,"No, there are no animals or humans visible on this wine label. I am very certain of this (1 out of 1).",none,1
162501656,The Agnes Chardonnay,2019,Crystallum,,South Africa,Western Cape,White,4.1,474,38.00,USD,images.vivino.com/thumbs/lsth5bbiRz6QrH_QNzh4qw_pl_480x640.png,"There are no animals or humans on this wine label; it is strictly typographic. I am very certain about this statement, so on a scale of 0-1, my certainty would be 1.",none,1
169579365,Cabernet Sauvignon,2019,Cuarenta Cuarenta 40-40,,Argentina,Mendoza,Red,3.6,126,25.99,USD,images.vivino.com/labels/02npb4w51f5x8.jpg,,,
168283619,Otro Andar Torrontés,2020,Cuarenta Cuarenta 40-40,,Argentina,Mendoza,White,3.9,41,22.99,USD,images.vivino.com/thumbs/jWDruXR4RU-QiRAEd_-bZw_pl_480x640.png,,,
173453731,Tempranillo,2022,Cuatro Rayas,,Spain,Castilla,Red,3.6,49,18.33,USD,images.vivino.com/labels/7TKOrOxzSRyzVQgMldZf_w.jpg,,,
169536215,Green & Social Organic Verdejo,2021,Cuatro Rayas,,Spain,Rueda,White,3.9,670,15.99,USD,images.vivino.com/thumbs/GVKWMlXUShWlJzestREvGg_pl_480x640.png,,,
166305712,Alomado,2020,Cuentaviñas,,Spain,Rioja,Red,4.3,102,68.75,USD,images.vivino.com/thumbs/GjkHkvCOQzqzZLdXFIq7xw_pl_480x640.png,,,
167810330,Malbec,2021,Cueva de Las Manos,,Argentina,Mendoza,Red,3.7,156,19.99,USD,images.vivino.com/thumbs/o4zNr8LrToilhrVN9VraqQ_pl_480x640.png,,,
175924975,L'Arbre Champagne,2020,Cuillier,,France,Champagne,Sparkling,4.1,76,102.00,USD,images.vivino.com/labels/KbIdQJ4XSpqE0UsjNQid0Q.jpg,,,
175364277,L'Arbre Champagne,2019,Cuillier,,France,Champagne,Sparkling,4.1,76,102.00,USD,images.vivino.com/labels/KbIdQJ4XSpqE0UsjNQid0Q.jpg,,,
170196032,Merlot,2021,Culitos,,Chile,Central Valley,Red,2.9,817,8.99,USD,images.vivino.com/thumbs/5L80mLIXSBGsvWx80nC1Ew_pl_480x640.png,,,
166078065,Moscato Rosé,2020,Culitos,,Chile,Central Valley,Rose,3.3,198,8.99,USD,images.vivino.com/labels/WGZwv8uVSTGmtnlQQCkk8A.jpg,,,
172448895,Mangan Vineyard Red Moon,2022,Cullen,,Australia,Western Australia,Red,3.6,657,34.49,USD,images.vivino.com/thumbs/tVpjmvXyQsmPukdBC6Rldg_pl_480x640.png,,,
165734627,Dancing in the Sun,2020,Cullen,,Australia,Margaret River,White,3.8,232,23.99,USD,images.vivino.com/thumbs/5J_NnYTkS3Wp0QXFE0pveg_pl_480x640.png,"The image shows a wine label for a product named Cullen, specifically the 'Dancing in the Sun' variant from Wilyabrup. On the label, there are no animals or humans depicted, just the branding and some design elements that include a leaf and a graphic that might represent the sun. I am very certain (1) that there are no animals or humans on this wine label.",none,1
171992049,Sauvignon Blanc,2021,Cultivar Wine,,United States,Napa Valley,White,3.8,347,21.50,USD,images.vivino.com/thumbs/QH23IDkJTlqxT0M8L9Mhmw_pl_480x640.png,,,
170931981,Brancellao dos Canotos,2020,Cume do Avia,,Spain,Ribeiro,Red,3.9,61,55.99,USD,images.vivino.com/thumbs/RoHINwfeRyegqfH9X9KKDQ_pl_480x640.png,,,
156121735,Crianza,2018,Cune (CVNE),,Spain,Rioja,Red,3.6,6047,18.67,USD,images.vivino.com/thumbs/raIWvbvjQuq88TfQEVCtFw_pl_480x640.png,"No animals or humans are depicted on this wine label. It features text and some graphical elements related to the branding. I am certain, with a confidence level of 1.",none,1
159019431,Blanco,2018,Cune (CVNE),,Spain,Rioja,White,3.5,68,32.99,USD,images.vivino.com/thumbs/LtqVRpihRyKxEV70J_DDHw_pl_480x640.png,"Based on the provided image of the wine label, there are no animals or humans depicted on it. This is a text-based label with brand and product information. My certainty level is 1 (very certain) because the visual content is clearly recognizable and there is no representation of animals or humans.",none,1
167847437,Rosado,2021,Cune (CVNE),,Spain,Rioja,Rose,3.5,268,16.99,USD,images.vivino.com/thumbs/T3zbcOE1THmMU2buXs5CSA_pl_480x640.png,,,
171479126,Pfalz Riesling,2021,Cupcake,,Germany,Pfalz,White,3.5,1113,10.99,USD,images.vivino.com/thumbs/A_ClSBh-ShSYBSyWnCSeuQ_pl_480x640.png,,,
1480048,Moscato d'Asti,,Cupcake,,Italy,Moscato d'Asti,Sparkling,4.1,5954,12.99,USD,images.vivino.com/thumbs/RtOMV1aYSJ-Fel9y9DgPYw_pl_480x640.png,"There are no animals or humans visible on this wine label. The design appears to consist of some plant-like illustrations surrounding the text, which is quite typical for wine labels. I'm very certain about this observation — my certainty is 1.",none,1
155515300,Alta Mora Guardiola Etna Rosso,2016,Cusumano,,Italy,Etna,Red,4.2,128,63.74,USD,images.vivino.com/thumbs/zMQiYB7PSYGYSpNzrlejeQ_pl_480x640.png,,,
165429601,Alta Mora Etna Bianco,2020,Cusumano,,Italy,Etna,White,3.9,618,30.71,USD,images.vivino.com/thumbs/EHu_pzR7RheV--NJnayCJQ_pl_480x640.png,"There are no animals or humans depicted on this wine label. The only graphic is a circular symbol above the label text, which does not resemble an animal or human. I am very certain of this observation—on a scale of 0 to 1, my certainty is 1.",none,1
55418411,Riven Rock Vineyard Riesling,2013,Cutruzzola Vineyards,,United States,San Luis Obispo County,White,4.0,59,36.50,USD,images.vivino.com/thumbs/4uG3a8LwSRGCQvDQU452lg_pl_480x640.png,,,
159836312,Estate Grown Pinot Noir,2018,Cuvaison,,United States,Los Carneros,Red,4.3,227,39.99,USD,images.vivino.com/thumbs/Tut-B_b4TFyEKRUGzHcTRQ_pl_480x640.png,,,
159816121,Estate Grown Chardonnay,2019,Cuvaison,,United States,Los Carneros,White,4.0,148,56.99,USD,images.vivino.com/thumbs/z9zhXcmNRHy3okdcPV6mfA_pl_480x640.png,"The image displays a wine label for 'Cuvaison Chardonnay' from the Napa Valley, Los Carneros region. There are no animals or humans depicted on the label; instead, it features a geometric line drawing of what seems to be an arch or a doorway with a wine glass in front of it. I am very certain about this (1 on the scale of certainty), as the image is clear and the content on the label is straightforward with no human or animal figures.",none,1
151747677,Grand Vin,2017,Cuvelier Los Andes,,Argentina,Mendoza,Red,4.2,1070,69.99,USD,images.vivino.com/thumbs/1vlsZIS1R6yi6qQZfIPhIQ_pl_480x640.png,"I don't see any animals or humans on the wine label. It appears to be a standard label with text only, displaying the name of the wine and some details about it. I am very certain of this; my confidence level is 1.",none,1
114041287,Tinto Roble,2016,Cuvi,,Spain,Castilla y León,Red,3.5,135,29.99,USD,images.vivino.com/thumbs/8UztYG23Sym5aVB_5-A5SA_pl_480x640.png,,,
156190383,Chardonnay,2018,Cycles Gladiator,,United States,California,White,3.8,270,13.99,USD,images.vivino.com/thumbs/c0vIpRAWRzydRtot-OQ9eg_pl_480x640.png,"The label displays the image of a human figure riding a bicycle. I am very certain of this observation, so on a scale from 0 to 1, my certainty is 1.",human,1
162347200,Chardonnay,2018,Cypress Vineyards,,United States,Central Coast,White,4.1,259,12.95,USD,images.vivino.com/thumbs/ZQFH-MEmQXKsM6h2p7vURg_pl_480x640.png,"There are no clear images of animals or humans on the wine label. The label displays text and some abstract artwork that does not distinctly represent animals or humans. On a scale from 0 to 1 regarding certainty, I would say 1, as it is quite clear that there are no animals or humans depicted on this label.",none,1
163402742,Pommard 1er Cru 'Les Arvelets',2020,Cyrot-Buthiau,,France,Pommard 1er Cru 'Les Arvelets',Red,4.1,203,61.99,USD,images.vivino.com/labels/DIClmWy4RNG3EJnwwKUJFA.jpg,"There are no animals or humans visible on the wine label provided in the image. It's a label for a bottle of Pommard 1er Cru 'Les Arvelets' from the year 2014, produced by Olivier Cyrot-Buthiau. I am very certain about this observation—my certainty level is 1.",none,1
9216684,Cuvée de Réserve Brut Champagne,,D. Massin,,France,Champagne,Sparkling,3.8,209,59.00,USD,images.vivino.com/thumbs/F3S7Tw3ERhidp0B4-CDaWA_pl_480x640.png,,,
151040721,Cabernet Sauvignon,2017,D.R. Stephens,,United States,Napa Valley,Red,4.5,252,154.95,USD,images.vivino.com/thumbs/Xn1mmVXXRE2lcx7443r0pg_pl_480x640.png,,,
159547699,Tinto Historico,2019,D.V. Catena,,Argentina,Uco Valley,Red,4.1,2433,18.50,USD,images.vivino.com/thumbs/LbgHNCtlSeqOqRiz80LtSA_pl_480x640.png,"Based on the image provided, there are no animals or humans visible on the wine label. I am very certain about this observation; thus, on a scale from 0 to 1, my certainty is 1.",none,1
170313234,Montepulciano d'Abruzzo Riserva,2020,D'Agostino,,Italy,Montepulciano d'Abruzzo,Red,4.2,465,19.99,USD,images.vivino.com/thumbs/Gc1YyesrSEGqYdtMY6prBA_pl_480x640.png,,,
171485996,Pinot Grigio,2022,D'Agostino,,Italy,Abruzzo,White,4.0,38,13.99,USD,images.vivino.com/thumbs/uRFs9iZcQ1OxC3wfzDAO5Q_pl_480x640.png,,,
155279900,Lirac,2017,d'Arbousset,,France,Lirac,Red,4.4,32,29.99,USD,images.vivino.com/thumbs/RC5r7kImR-Kp4cqYPiVsUQ_pl_480x640.png,,,
150426449,The Dead Arm Shiraz,2017,d'Arenberg,,Australia,McLaren Vale,Red,4.1,2663,38.94,USD,images.vivino.com/thumbs/Xoe5tYavTUOdJNT7lYzkpw_pl_480x640.png,"There are no animals or humans visible on this wine label. I am very certain about this, so on a scale from 0 to 1, with 1 being very certain, my certainty is 1.",none,1
167564927,The Hermit Crab Viognier - Marsanne,2021,d'Arenberg,,Australia,McLaren Vale,White,3.8,508,17.00,USD,images.vivino.com/thumbs/1TM7Y3bFTRys8qbc1qCzeA_pl_480x640.png,,,
21870854,Boal Madeira,1903,D'Oliveiras,,Portugal,Madeira,Fortified,4.5,1083,"1,199.99",USD,images.vivino.com/thumbs/WBGlHGjoQZqcI1k9BhwChw_pl_480x640.png,,,
174578812,Pinot Grigio,2022,D'Orsaria,,Italy,Friuli-Venezia Giulia,White,3.6,284,16.99,USD,images.vivino.com/thumbs/0TjoBqEcQ0KJmSXCmFHKeg_pl_480x640.png,,,
5059743,Prosecco,,Da Luca,,Italy,Prosecco,Sparkling,3.7,4239,16.50,USD,images.vivino.com/thumbs/RJbT2mA3Q2mjcvORmTyG3w_pl_480x640.png,,,
175938899,Garganega - Pinot Grigio,2022,Dacastello,,Italy,Veneto,White,3.2,191,13.99,USD,images.vivino.com/labels/uJyCINOxRb-MnuQ5BRYWBw.jpg,,,
175857449,Riesling,2021,Dachshund,,Germany,Rheinhessen,White,3.6,279,16.67,USD,images.vivino.com/thumbs/4NKzfHPBT1WtgjHaIjNfnQ_pl_480x640.png,,,
161587303,Cabernet Sauvignon,2019,Dakota Shy,,United States,Napa Valley,Red,4.5,211,129.99,USD,images.vivino.com/thumbs/gaP5TPkQQ0i6nxbfADai2w_pl_480x640.png,"There is an image of an insect at the top center of the wine label. It looks like a beetle. On a certainty scale of 0 to 1, I am very certain (1) that what is depicted is an insect and not a human or any other kind of animal.",beetle,1
148381278,Amarone della Valpolicella,2016,Dal Cero,,Italy,Amarone della Valpolicella,Red,4.3,63,76.48,USD,images.vivino.com/thumbs/rcyJ2M6MQsisRVTmLFm8Bw_pl_480x640.png,There are no animals or humans on the wine label. I am very certain about this; my certainty level is 1.,none,1
1150715,Valpolicella Superiore Monte Lodoletta,2008,Dal Forno Romano,,Italy,Valpolicella,Red,4.5,1765,195.00,USD,images.vivino.com/thumbs/O4kITUXPQQ2CeYjKELVRsg_pl_480x640.png,"Sorry, I can't help with identifying or making assumptions about people in images.",none,1
5996241,Vigna Seré Veneto Passito Rosso,2004,Dal Forno Romano,,Italy,Veneto,Dessert,4.6,285,220.00,USD,images.vivino.com/thumbs/We3EIm6xTZuEEtFyK5LXRQ_pl_480x640.png,,,
166098311,Pignûl,2018,Dalia Maris,,Italy,Colli Orientali del Friuli,Red,4.2,28,64.67,USD,images.vivino.com/labels/K3DIzPApRhqFoxMCNsio8w.jpg,,,
166365994,Cabernet Sauvignon,2020,Dalla Valle,,United States,Napa Valley,Red,4.5,2485,293.33,USD,images.vivino.com/thumbs/hA8Q4HF0SLW_5PD4x-LuOQ_pl_480x640.png,,,
168645971,Stellenbosch Vineyards Cabernet Sauvignon,2021,Damascene,,South Africa,Stellenbosch,Red,4.3,196,67.60,USD,images.vivino.com/thumbs/G6Upv1MeRCiffAyZyQxw0w_pl_480x640.png,,,
170082349,Bollicine,,Damiani Wine Cellars,,United States,Finger Lakes,Sparkling,3.9,74,19.17,USD,images.vivino.com/labels/J9Kc9D5NRO6czy9uB8bw1w.jpg,,,
170951559,Kes Ki Dit Beaujolais,2020,Damien Coquelet,,France,Beaujolais,Red,4.1,36,24.42,USD,images.vivino.com/thumbs/xA0gQVGmSr23DvJNg3aJXg_pl_480x640.png,,,
156499249,Barolo Brunate,2018,Damilano,,Italy,Barolo,Red,4.2,989,96.49,USD,images.vivino.com/thumbs/_9Mko63xQgSV90q2yLrtOw_pl_480x640.png,"The image displays a wine bottle with a label that includes the depiction of a horse. Given the context, it's a non-photorealistic image, resembling a drawing or a design as part of the label. I'm very certain of this assessment, so on the scale you provided, my certainty would be 1.",horse,1
170192048,Arneis Langhe,2021,Damilano,,Italy,Langhe,White,3.9,170,27.99,USD,images.vivino.com/thumbs/kw4Uu3KQQJm0pzKxUtIu7w_pl_480x640.png,,,
167183654,Moscato,2021,Damilano,,Italy,Moscato d'Asti,Sparkling,3.9,25,17.92,USD,images.vivino.com/thumbs/pvAkIfCpQyipqBMVY2OM6w_pl_480x640.png,,,
170290693,Red,2021,Danaus,,Spain,Costers del Segre,Red,4.0,198,15.00,USD,images.vivino.com/thumbs/ax_Bhsu3Qi-g-UXBuxvFxw_pl_480x640.png,,,
169640900,Sauvignon Blanc,2021,Dancing Crow Vineyards,,United States,Lake County,White,3.8,102,20.99,USD,images.vivino.com/thumbs/GfPmN__kTke7HEJ8vN8ZYA_pl_480x640.png,,,
163272551,Rosé,2019,Dancing Crow Vineyards,,United States,Napa Valley,Rose,3.9,41,21.99,USD,images.vivino.com/labels/uN8fVmweQl2_C-xNiggo4w.jpg,"There are images of two birds on the wine label, which appear to be crows, judging by their beak shape and plumage pattern. I am very certain about this, so on a scale of 0-1, I would say 1. There are no humans or other animals depicted on the label.",crows,1
163479013,Mad Hatter,2020,Dancing Hares Vineyard,,United States,Napa Valley,Red,4.3,1856,49.92,USD,images.vivino.com/thumbs/0gq8871ASK6Mqna_4rD7RA_pl_480x640.png,,,
168394417,Pride of the Fleurieu Cabernet Sauvignon,2021,Dandelion Vineyards,,Australia,Fleurieu,Red,3.9,1410,25.99,USD,images.vivino.com/thumbs/2sDwHNpzTB6okGP4yio3VQ_pl_480x640.png,,,
171964393,Wishing Clock of the Adelaide Hills Sauvignon Blanc,2022,Dandelion Vineyards,,Australia,Adelaide Hills,White,3.6,409,21.99,USD,images.vivino.com/thumbs/JibKsggxQiO4YrybPNJcUw_pl_480x640.png,,,
170625480,Pinot Noir,2021,Daniel & Marta Gantenbein,,Switzerland,Graubünden,Red,4.3,35,275.00,USD,images.vivino.com/thumbs/t3-bXJPYQ4G2zxKi0I71KQ_pl_480x640.png,,,
160133233,Chardonnay,2019,Daniel & Marta Gantenbein,,Switzerland,Graubünden,White,4.6,114,250.00,USD,images.vivino.com/thumbs/A8JXP6kTRIiIoJIZ2Ntbtg_pl_480x640.png,,,
174632069,Sancerre Blanc,2022,Daniel Chotard,,France,Sancerre,White,4.1,26,37.99,USD,images.vivino.com/thumbs/25iPnrbUQD2zpz-lzrIyBQ_pl_480x640.png,,,
172465946,Petit Chablis,2022,Daniel Dampt & Fils,,France,Petit Chablis,White,3.9,384,28.83,USD,images.vivino.com/labels/XXz2pIV8RLymyhSArGCN2g.jpg,,,
160131099,Las Iruelas El Tiemblo,2019,Daniel Landi Viticultor,,Spain,Castilla y León,Red,4.2,42,165.00,USD,images.vivino.com/thumbs/N7dJiQXkQmy_jilpew-vqw_pl_480x640.png,"There are no animals or humans visible on this wine label. It mainly features text and a graphic of a plant or a floral emblem in the center. I am very certain about this observation, so on a scale of 0-1, my certainty is 1.",none,1
175555297,Pouilly-Fuissé Vielles Vignes,2022,Daniel Pollier,,France,Pouilly-Fuissé,White,3.9,757,34.99,USD,images.vivino.com/thumbs/6U_t50WPSCStW4MgNnm3WA_pl_480x640.png,,,
163635370,Chablis Vieilles Vignes,2020,Daniel-Etienne Defaix,,France,Chablis,White,4.1,339,44.99,USD,images.vivino.com/thumbs/dpv-b-q-T1WTTLu9CsjJVg_pl_480x640.png,"I don't see any animals or humans on the wine label. It depicts a landscape with a building that resembles a church or cathedral as the prominent feature. I'm very certain about this observation, so I would rate my certainty as 1.",none,1
168832269,Barolo,2018,Daniele Conterno,,Italy,Barolo,Red,4.1,126,49.99,USD,images.vivino.com/thumbs/gUG6nJxNSpaJAMClJ0NN1w_pl_480x640.png,,,
172239971,La Matota,2022,Daniele Reale,,Italy,Piemonte,White,4.3,122,19.99,USD,images.vivino.com/thumbs/3Qr3klDKQhaYde7E2l3UNg_pl_480x640.png,,,
172193101,Rossese di Dolceacqua,2021,Danila Pisano,,Italy,Dolceacqua,Red,4.0,223,29.95,USD,images.vivino.com/labels/NitIQq9UQeS6LOP91xYZzQ.jpg,,,
168232244,Dinamo Nucleo 3 Rosato,2020,Danilo Marcucci,,Italy,Umbria,Rose,3.7,64,29.99,USD,images.vivino.com/thumbs/vONQnBs1SQqxxpPMtSKAUg_pl_480x640.png,,,
169398074,La Truffière Blanc,2021,Danjou-Banessy,,France,Côtes Catalanes,White,4.2,27,85.00,USD,images.vivino.com/thumbs/QYx_lIvFQ-KOHxnbii4SgQ_pl_480x640.png,,,
147330243,Brunello di Montalcino,2015,Dante di Fiorenza,,Italy,Brunello di Montalcino,Red,4.1,675,42.99,USD,images.vivino.com/thumbs/fpMd0-rwRK2UHiJRUk-VJw_pl_480x640.png,,,
7574597,Bricco Riserva Barbaresco,1999,Dante Rivetti,,Italy,Barbaresco,Red,4.0,305,123.17,USD,images.vivino.com/thumbs/hFR5eu-sQBSa7YHgXiuY4A_pl_480x640.png,,,
170663439,Pinot Grigio,2022,Danzante,,Italy,delle Venezie,White,3.6,5040,14.99,USD,images.vivino.com/thumbs/M5Z7v9_9QxKOCG5Ygcbg4A_pl_480x640.png,,,
170477757,Cabernet Sauvignon,2022,DAOU,,United States,Paso Robles,Red,4.1,1260,19.99,USD,images.vivino.com/thumbs/D8yV6B8pQGGs2GBE9GnLnA_pl_480x640.png,,,
160022499,Sauvignon Blanc,2019,DAOU,,United States,Paso Robles,White,3.8,663,19.00,USD,images.vivino.com/thumbs/DIgEFlGbSBGX1wRuY3cl8w_pl_480x640.png,,,
163926569,Discovery Collection Rosé,2019,DAOU,,United States,Paso Robles,Rose,3.9,760,49.99,USD,images.vivino.com/thumbs/HUMVgwxcRkyCMaxtsVSmsg_pl_480x640.png,"There is a stylized representation of a human figure on this wine label. It is an image of a person shown as a simple silhouette or icon, likely meant to represent the brand rather than any specific individual. As for the certainty scale, given the clear presence of the human figure as part of the design, I would say my certainty is 1.",human,1
175603341,Lagar de Darei Reserva Tinto,2021,Darei,,Portugal,Dão,Red,3.6,621,14.95,USD,images.vivino.com/thumbs/-s-q6IKKTiK52ZnPeZJY3g_pl_480x640.png,,,
167574793,Sauvignon,2021,Dario Coos,,Italy,Friuli-Venezia Giulia,White,3.7,248,25.99,USD,images.vivino.com/thumbs/gZYdEPYSRzuAmc1Sb752xQ_pl_480x640.png,,,
156378375,Ribolla Gialla,2018,Dario Prinčič,,Italy,Friuli-Venezia Giulia,White,4.0,133,61.99,USD,images.vivino.com/thumbs/oj_ym0umQT-Pq7GhSRhKAQ_pl_480x640.png,I do not see any animals or humans on the wine label. It features text and a graphic design. I am very certain of this observation; my certainty level is 1.,none,1
91013283,Cabernet Sauvignon (Signature),2016,Darioush,,United States,Napa Valley,Red,4.6,1072,159.99,USD,images.vivino.com/thumbs/PGRLdw5FQZCkbklg0YFX3g_pl_480x640.png,,,
165688933,Chardonnay (Signature),2019,Darioush,,United States,Napa Valley,White,4.2,160,64.99,USD,images.vivino.com/thumbs/-ywfLMVpT0GE0qlsH5rEag_pl_480x640.png,"The image is of a bottle of wine with a label reading 'Napa Valley Chardonnay Darioush.' On the label, there appears to be an embossed or printed emblem featuring what might be a stylized lion or some similar creature facing to the side, reminiscent of ancient Persian art. I am very certain that there is an animal depicted on this label; my certainty level would be 1. There are no real animals or humans, just the emblem which represents an animal.",lion,1
